inventory_id,game,edition,video_id,video_url,official_channel_name,official_channel_id,title,published_at,player_game_update_mapping,source_type,source_url,collected_at,acquisition_status,api_state,comment_total_reported,comment_sample_size,comment_sort,acceptance_status,acceptance_reason,attempted_routes,required_user_input,notes,error,missingness
RUN2-YT-INV-001,PowerPro,PowerPro 2026-2027,wOjrANePk1c,https://www.youtube.com/watch?v=wOjrANePk1c,パワプロ・プロスピ公式チャンネル (UCWzEh28vj3mQKpe0fzVTOUw),UCWzEh28vj3mQKpe0fzVTOUw,『パワフルプロ野球2026-2027』オープニングムービー,2026-03-12T02:55:00Z,NO_SAFE_CURRENT_100_PLAYER_MAPPING_FROM_TITLE_OR_DESCRIPTION,YOUTUBE_OFFICIAL_CURRENT_EDITION_OPENING,https://www.youtube.com/watch?v=wOjrANePk1c,2026-08-13T11:09:20Z,METADATA_AND_PUBLIC_COMMENT_SAMPLE_COLLECTED,NOT_CONFIGURED_ENV; YouTube Data API key is not configured in the execution environment.,100,100,NOT_REPORTED,INSUFFICIENT,"Retrieved 100 public comments; screened 0 broad speed+rating keyword candidates and found no safely current-master-name-mapped directional rating claim. This is only a sample-level insufficiency finding, not proof that no comment exists.","yt-dlp --no-update --skip-download --no-playlist --write-info-json --write-comments --extractor-args youtube:max_comments=100,100,100,100 --output C:\Users\amila\AppData\Local\Temp\speed_youtube_powerpro_run2_04fvmoxo\%(id)s.%(ext)s https://www.youtube.com/watch?v=wOjrANePk1c","For complete/paginated comment coverage or reproducible API provenance, provide YouTube Data API v3 commentThreads JSON/CSV with video ID, comment ID, author channel ID/name, publishedAt, text, likeCount, parent ID, and reply count.",Current-edition opening movie; title does not itself identify a player ability or roster update. Public yt-dlp sample: 100 comments (default newest ordering); 0 broad speed+rating keyword candidates; 0 safely-name-mapped directional candidates. Comment/reaction volume remains event-level context only.,NONE,INSUFFICIENT_CURRENT_PLAYER_RATING_MAPPING
RUN2-YT-INV-002,PowerPro,PowerPro 2026-2027,lXJEdQqrU7E,https://www.youtube.com/watch?v=lXJEdQqrU7E,パワプロ・プロスピ公式チャンネル (UCWzEh28vj3mQKpe0fzVTOUw),UCWzEh28vj3mQKpe0fzVTOUw,なにわ男子 藤原丈一郎さん・アンタッチャブル 山崎さん柴田さんが登場！パワプロ2026発売記念イベントダイジェスト 【パワフルプロ野球2026-2027】,2026-07-01T09:00:07Z,NO_SAFE_CURRENT_100_PLAYER_MAPPING_FROM_TITLE_OR_DESCRIPTION,YOUTUBE_OFFICIAL_CURRENT_EDITION_PROMOTION,https://www.youtube.com/watch?v=lXJEdQqrU7E,2026-08-13T11:09:30Z,METADATA_AND_PUBLIC_COMMENT_SAMPLE_COLLECTED,NOT_CONFIGURED_ENV; YouTube Data API key is not configured in the execution environment.,10,10,NOT_REPORTED,INSUFFICIENT,"Retrieved 10 public comments; screened 0 broad speed+rating keyword candidates and found no safely current-master-name-mapped directional rating claim. This is only a sample-level insufficiency finding, not proof that no comment exists.","yt-dlp --no-update --skip-download --no-playlist --write-info-json --write-comments --extractor-args youtube:max_comments=100,100,100,100 --output C:\Users\amila\AppData\Local\Temp\speed_youtube_powerpro_run2_aoh_0c6_\%(id)s.%(ext)s https://www.youtube.com/watch?v=lXJEdQqrU7E","For complete/paginated comment coverage or reproducible API provenance, provide YouTube Data API v3 commentThreads JSON/CSV with video ID, comment ID, author channel ID/name, publishedAt, text, likeCount, parent ID, and reply count.",Current-edition official promotional/interview video; must not be treated as an ability reveal without metadata evidence. Public yt-dlp sample: 10 comments (default newest ordering); 0 broad speed+rating keyword candidates; 0 safely-name-mapped directional candidates. Comment/reaction volume remains event-level context only.,NONE,INSUFFICIENT_CURRENT_PLAYER_RATING_MAPPING
RUN2-YT-INV-003,PowerPro,PowerPro 2024-2025,pxdRtLSTI80,https://www.youtube.com/watch?v=pxdRtLSTI80,パワプロ・プロスピ公式チャンネル (UCWzEh28vj3mQKpe0fzVTOUw),UCWzEh28vj3mQKpe0fzVTOUw,『パワフルプロ野球2024-2025』オープニングムービー,2024-05-02T06:38:14Z,NO_SAFE_CURRENT_100_PLAYER_MAPPING_FROM_TITLE_OR_DESCRIPTION,YOUTUBE_OFFICIAL_PRECEDING_EDITION_OPENING,https://www.youtube.com/watch?v=pxdRtLSTI80,2026-08-13T11:09:47Z,METADATA_AND_PUBLIC_COMMENT_SAMPLE_COLLECTED,NOT_CONFIGURED_ENV; YouTube Data API key is not configured in the execution environment.,100,100,NOT_REPORTED,INSUFFICIENT,"Retrieved 100 public comments; screened 0 broad speed+rating keyword candidates and found no safely current-master-name-mapped directional rating claim. This is only a sample-level insufficiency finding, not proof that no comment exists.","yt-dlp --no-update --skip-download --no-playlist --write-info-json --write-comments --extractor-args youtube:max_comments=100,100,100,100 --output C:\Users\amila\AppData\Local\Temp\speed_youtube_powerpro_run2_7r3bs8u0\%(id)s.%(ext)s https://www.youtube.com/watch?v=pxdRtLSTI80","For complete/paginated comment coverage or reproducible API provenance, provide YouTube Data API v3 commentThreads JSON/CSV with video ID, comment ID, author channel ID/name, publishedAt, text, likeCount, parent ID, and reply count.","Immediately preceding console edition opening movie; included as near-current context, not as a current 2026 player-rating source. Public yt-dlp sample: 100 comments (default newest ordering); 0 broad speed+rating keyword candidates; 0 safely-name-mapped directional candidates. Comment/reaction volume remains event-level context only.",NONE,INSUFFICIENT_CURRENT_PLAYER_RATING_MAPPING
RUN2-YT-INV-004,PowerPro,PowerPro 2020,4LPWDwnHVpg,https://www.youtube.com/watch?v=4LPWDwnHVpg,パワプロ・プロスピ公式チャンネル (UCWzEh28vj3mQKpe0fzVTOUw),UCWzEh28vj3mQKpe0fzVTOUw,【公式からの挑戦】激ムズ！パワプロ2020選手能力クイズ,2020-08-17T09:00:00Z,NO_SAFE_CURRENT_100_PLAYER_MAPPING_FROM_TITLE_OR_DESCRIPTION,YOUTUBE_OFFICIAL_HISTORICAL_PLAYER_ABILITY_QUIZ,https://www.youtube.com/watch?v=4LPWDwnHVpg,2026-08-13T11:10:01Z,METADATA_AND_PUBLIC_COMMENT_SAMPLE_COLLECTED,NOT_CONFIGURED_ENV; YouTube Data API key is not configured in the execution environment.,47,47,NOT_REPORTED,INSUFFICIENT,"Retrieved 47 public comments; screened 1 broad speed+rating keyword candidates and found no safely current-master-name-mapped directional rating claim. This is only a sample-level insufficiency finding, not proof that no comment exists.","yt-dlp --no-update --skip-download --no-playlist --write-info-json --write-comments --extractor-args youtube:max_comments=100,100,100,100 --output C:\Users\amila\AppData\Local\Temp\speed_youtube_powerpro_run2_3wea3614\%(id)s.%(ext)s https://www.youtube.com/watch?v=4LPWDwnHVpg","For complete/paginated comment coverage or reproducible API provenance, provide YouTube Data API v3 commentThreads JSON/CSV with video ID, comment ID, author channel ID/name, publishedAt, text, likeCount, parent ID, and reply count.",Official player-ability quiz discovered by the official-channel ability search; historical and not safely mappable to current 2026 ratings by title alone. Public yt-dlp sample: 47 comments (default newest ordering); 1 broad speed+rating keyword candidates; 0 safely-name-mapped directional candidates. Comment/reaction volume remains event-level context only.,NONE,INSUFFICIENT_CURRENT_PLAYER_RATING_MAPPING
RUN2-YT-INV-005,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,sX8nl6eCua0,https://www.youtube.com/watch?v=sX8nl6eCua0,channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,UCWzEh28vj3mQKpe0fzVTOUw,福留孝介・糸井嘉男の新能力公開！ 福留×糸井 ホンネ！俺の実力話しますSP 後編【プロスピA】,2026-07-16T10:00:01Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,official_youtube_video_inventory,https://www.youtube.com/watch?v=sX8nl6eCua0,2026-08-13T11:05:43Z,METADATA_OR_COMMENT_RECORD,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied,NOT_PUBLICLY_RETURNED_BY_YTDLP,300,NOT_REPORTED,INSUFFICIENT,Comments were retrieved and screened below; video-level inventory is not an independent speed-rating observation.,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",Prospi title match in latest-300 official channel inventory; comment_candidate=True.,,COMMENTS_BOUNDED_TO_YTDLP_MAX_300; full API pagination unavailable
RUN2-YT-INV-006,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,Cigl41WJeaU,https://www.youtube.com/watch?v=Cigl41WJeaU,channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,UCWzEh28vj3mQKpe0fzVTOUw,千葉ロッテ 種市篤暉 投手 VS 西川史礁 選手 プロスピAで対決！【エキサイティングプレイヤースペシャルマッチ】,2026-05-25T03:00:07Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,official_youtube_video_inventory,https://www.youtube.com/watch?v=Cigl41WJeaU,2026-08-13T11:06:04Z,METADATA_OR_COMMENT_RECORD,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied,NOT_PUBLICLY_RETURNED_BY_YTDLP,300,NOT_REPORTED,INSUFFICIENT,Comments were retrieved and screened below; video-level inventory is not an independent speed-rating observation.,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",Prospi title match in latest-300 official channel inventory; comment_candidate=True.,,COMMENTS_BOUNDED_TO_YTDLP_MAX_300; full API pagination unavailable
RUN2-YT-INV-007,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,lug1RWbPMwI,https://www.youtube.com/watch?v=lug1RWbPMwI,channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,UCWzEh28vj3mQKpe0fzVTOUw,広島東洋カープ ファビアン 選手 VS モンテロ 選手 プロスピAで対決！【エキサイティングプレイヤースペシャルマッチ】,2026-05-24T03:00:26Z,ファビアン (player_id=43745150); モンテロ (player_id=53955150),official_youtube_video_inventory,https://www.youtube.com/watch?v=lug1RWbPMwI,2026-08-13T11:06:35Z,METADATA_OR_COMMENT_RECORD,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied,NOT_PUBLICLY_RETURNED_BY_YTDLP,300,NOT_REPORTED,INSUFFICIENT,Comments were retrieved and screened below; video-level inventory is not an independent speed-rating observation.,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",Prospi title match in latest-300 official channel inventory; comment_candidate=True.,,COMMENTS_BOUNDED_TO_YTDLP_MAX_300; full API pagination unavailable
RUN2-YT-INV-008,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,D5Fg3e-E_QY,https://www.youtube.com/watch?v=D5Fg3e-E_QY,channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,UCWzEh28vj3mQKpe0fzVTOUw,東京ヤクルト 星知弥 投手 VS 長岡秀樹 選手 プロスピAで対決！【エキサイティングプレイヤースペシャルマッチ】,2026-05-20T03:00:21Z,長岡 秀樹 (player_id=51455151),official_youtube_video_inventory,https://www.youtube.com/watch?v=D5Fg3e-E_QY,2026-08-13T11:07:04Z,METADATA_OR_COMMENT_RECORD,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied,NOT_PUBLICLY_RETURNED_BY_YTDLP,236,NOT_REPORTED,INSUFFICIENT,Comments were retrieved and screened below; video-level inventory is not an independent speed-rating observation.,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",Prospi title match in latest-300 official channel inventory; comment_candidate=True.,,COMMENTS_BOUNDED_TO_YTDLP_MAX_300; full API pagination unavailable
RUN2-YT-INV-009,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,zGF4VfGcAwk,https://www.youtube.com/watch?v=zGF4VfGcAwk,channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,UCWzEh28vj3mQKpe0fzVTOUw,埼玉西武ライオンズ 甲斐野央 投手 VS 山田陽翔 投手 プロスピAで対決！【エキサイティングプレイヤースペシャルマッチ】,2026-05-19T03:00:47Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,official_youtube_video_inventory,https://www.youtube.com/watch?v=zGF4VfGcAwk,2026-08-13T11:07:20Z,METADATA_OR_COMMENT_RECORD,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied,NOT_PUBLICLY_RETURNED_BY_YTDLP,300,NOT_REPORTED,INSUFFICIENT,Comments were retrieved and screened below; video-level inventory is not an independent speed-rating observation.,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",Prospi title match in latest-300 official channel inventory; comment_candidate=True.,,COMMENTS_BOUNDED_TO_YTDLP_MAX_300; full API pagination unavailable
RUN2-YT-INV-010,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,gn972-2UigM,https://www.youtube.com/watch?v=gn972-2UigM,channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,UCWzEh28vj3mQKpe0fzVTOUw,イチローが新特殊能力でプロスピAに登場！ 松井秀喜は当時イチローをどう思っていた？特別対談 vol.2 【プロ野球スピリッツA】,2025-05-15T03:00:41Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,official_youtube_video_inventory,https://www.youtube.com/watch?v=gn972-2UigM,2026-08-13T11:07:44Z,METADATA_OR_COMMENT_RECORD,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied,NOT_PUBLICLY_RETURNED_BY_YTDLP,300,NOT_REPORTED,INSUFFICIENT,Comments were retrieved and screened below; video-level inventory is not an independent speed-rating observation.,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",Prospi title match in latest-300 official channel inventory; comment_candidate=True.,,COMMENTS_BOUNDED_TO_YTDLP_MAX_300; full API pagination unavailable
RUN2-YT-INV-011,Pro Yakyuu Spirits A,2026/most-recent official channel inventory,18tbwwPM91A,https://www.youtube.com/watch?v=18tbwwPM91A,channel_id=UCWzEh28vj3mQKpe0fzVTOUw; channel_name=パワプロ・プロスピ公式チャンネル,UCWzEh28vj3mQKpe0fzVTOUw,新・松井秀喜登場記念！ 松井秀喜×イチロー特別対談【プロ野球スピリッツA】,2025-03-28T03:00:02Z,NO_CURRENT_100_PLAYER_FULL_NAME_MATCH,official_youtube_video_inventory,https://www.youtube.com/watch?v=18tbwwPM91A,2026-08-13T11:08:20Z,METADATA_OR_COMMENT_RECORD,NOT_CONFIGURED_ENV; no YouTube Data API key was supplied,NOT_PUBLICLY_RETURNED_BY_YTDLP,,NOT_REPORTED,INSUFFICIENT,Inventory record only; title/metadata alone is not a speed-rating claim.,yt-dlp direct official-channel collection; --ignore-config; --no-update; no --proxy argument,"For exhaustive/reproducible comment coverage, provide YouTube Data API commentThreads/replies JSON or CSV with videoId, comment ID, parent ID, authorChannelId/displayName, publishedAt, text, likeCount, replyCount.",Prospi title match in latest-300 official channel inventory; comment_candidate=False.,,COMMENTS_NOT_ATTEMPTED_NOT_AN_ABILITY_OR_CURRENT_100_PLAYER_CANDIDATE
