pid,name,years,raw_first,raw_last,raw_changes,pct_first,pct_last,pct_drift,raw_flat_but_pct_moved
proeye:71475139,"",12,54,51,1,0.35960591133004927,0.18863049095607234,-0.17097542037397692,false
proeye:21725112,"",7,54,54,0,0.3804878048780488,0.2537688442211055,-0.12671896065694327,true
proeye:51055135,"",9,51,54,1,0.3024390243902439,0.2669902912621359,-0.03544873312810798,false
proeye:41245132,"",11,50,41,1,0.22815533980582525,0.06201550387596899,-0.16613983592985626,false
proeye:01405135,"",6,61,61,0,0.5707317073170731,0.43073047858942065,-0.14000122872765247,true
proeye:93195137,"",7,48,49,2,0.23658536585365852,0.16080402010050251,-0.07578134575315601,false
proeye:21725137,"",7,55,68,1,0.4121951219512195,0.6306532663316583,0.2184581443804388,false
proeye:81685112,"",3,53,53,0,0.35853658536585364,0.2961165048543689,-0.06242008051148473,true
proeye:91795130,"",7,59,59,0,0.44902912621359226,0.3786407766990291,-0.07038834951456313,true
proeye:91695135,"",7,51,51,0,0.3024390243902439,0.20351758793969849,-0.09892143645054541,true
proeye:81685118,"",6,56,56,0,0.44634146341463415,0.30982367758186397,-0.1365177858327702,true
proeye:51455137,"",13,55,33,4,0.4121951219512195,0.012919896640826873,-0.3992752253103926,false
proeye:81885130,"",7,62,62,0,0.5194174757281553,0.4538834951456311,-0.06553398058252424,true
proeye:41945135,"",3,35,35,0,0.038834951456310676,0.03712871287128713,-0.0017062385850235492,false
proeye:31835130,"",5,78,78,0,0.8616504854368932,0.8316582914572864,-0.02999219397960673,false
proeye:41945132,"",11,58,58,0,0.41504854368932037,0.29457364341085274,-0.12047490027846763,true
proeye:91195110,"",7,70,70,0,0.7536585365853659,0.678391959798995,-0.07526657678637083,true
proeye:73975132,"",1,59,59,0,0.44902912621359226,0.44902912621359226,,false
proeye:11915117,"",5,31,31,0,0.02195121951219512,0.019801980198019802,-0.0021492393141753184,false
unresolved:2016:default:BA:54:渡辺雄,"",1,57,57,0,0.39141414141414144,0.39141414141414144,,false
proeye:71375116,"",3,86,86,0,0.9512195121951219,0.9611650485436893,0.00994553634856743,false
proeye:61565114,"",11,75,69,3,0.8585365853658536,0.6182266009852216,-0.240309984380632,false
proeye:41945131,"",9,52,45,3,0.33170731707317075,0.10594315245478036,-0.22576416461839038,false
proeye:51755135,"",12,70,82,1,0.7536585365853659,0.8581907090464548,0.10453217246108892,false
proeye:91395115,"",3,55,55,0,0.4121951219512195,0.33495145631067963,-0.07724366564053986,true
proeye:51655118,"",4,70,70,0,0.7536585365853659,0.7055961070559611,-0.04806242952940476,false
proeye:01105133,"",5,89,74,2,0.975609756097561,0.7821782178217822,-0.19343153827577875,false
proeye:81985114,"",4,53,53,0,0.35853658536585364,0.2798053527980535,-0.07873123256780012,true
proeye:31935139,"",12,77,77,0,0.8571428571428571,0.7829457364341085,-0.07419712070874862,true
proeye:41345135,"",9,68,71,1,0.7073170731707317,0.6723716381418093,-0.034945435028922334,false
unresolved:2016:default:BA:65:青柳,"",1,65,65,0,0.5782828282828283,0.5782828282828283,,false
proeye:51355115,"",7,43,43,0,0.16341463414634147,0.07788944723618091,-0.08552518691016056,true
unresolved:2016:default:C:33:倉,"",1,46,46,0,0.15151515151515152,0.15151515151515152,,false
proeye:81185133,"",12,39,45,1,0.08048780487804878,0.11491442542787286,0.03442662054982408,false
unresolved:2016:default:C:35:多田,"",1,44,44,0,0.12626262626262627,0.12626262626262627,,false
proeye:81685132,"",4,50,50,0,0.22815533980582525,0.17380352644836272,-0.05435181335746253,true
unresolved:2016:default:C:37:中村亘,"",1,40,40,0,0.06313131313131314,0.06313131313131314,,false
proeye:31135114,"",13,44,43,1,0.16585365853658537,0.09043927648578812,-0.07541438205079726,false
proeye:41745119,"",9,36,36,0,0.046341463414634146,0.03155339805825243,-0.014788065356381719,false
proeye:61565135,"",13,82,72,1,0.9219512195121952,0.6847545219638242,-0.23719669754837092,false
proeye:53155137,"",3,54,63,2,0.3804878048780488,0.5509708737864077,0.17048306890835896,false
proeye:01103888,"",3,44,44,0,0.12864077669902912,0.11633663366336634,-0.012304143035662782,false
unresolved:2016:default:C:43:梵,"",1,59,59,0,0.45202020202020204,0.45202020202020204,,false
proeye:61965139,"",11,64,74,2,0.6083743842364532,0.7310513447432763,0.12267696050682309,false
proeye:51755116,"",8,49,49,0,0.25609756097560976,0.16790123456790124,-0.08819632640770853,true
proeye:91195116,"",9,72,72,0,0.8097560975609757,0.7257281553398058,-0.08402794222116983,true
proeye:81785131,"",6,52,52,0,0.33170731707317075,0.21914357682619648,-0.11256374024697427,true
proeye:11415137,"",6,49,49,0,0.25609756097560976,0.16624685138539042,-0.08985070959021935,true
proeye:31335137,"",12,62,62,0,0.5975609756097561,0.4132029339853301,-0.18435804162442598,true
proeye:21725130,"",6,64,64,0,0.5752427184466019,0.5111111111111111,-0.06413160733549084,true
proeye:71475132,"",11,69,72,1,0.7014563106796117,0.6847545219638242,-0.016701788715787425,false
proeye:13515135,"",5,48,23,1,0.23658536585365852,0.007425742574257425,-0.2291596232794011,false
proeye:61965131,"",13,56,56,0,0.44634146341463415,0.24806201550387597,-0.1982794479107582,true
unresolved:2016:default:C:54:青木,"",1,44,44,0,0.12626262626262627,0.12626262626262627,,false
proeye:61265114,"",3,71,71,0,0.7951219512195122,0.7669902912621359,-0.02813165995737632,false
proeye:01405116,"",12,50,45,1,0.2731707317073171,0.11491442542787286,-0.15825630627944423,false
proeye:81785137,"",8,70,68,1,0.7536585365853659,0.6222222222222222,-0.13143631436314362,false
proeye:71375118,"",6,42,40,1,0.14878048780487804,0.04534005037783375,-0.10344043742704429,false
proeye:71275113,"",3,59,59,0,0.5317073170731708,0.44902912621359226,-0.0826781908595785,true
unresolved:2016:default:C:60:丸,"",1,70,70,0,0.7146464646464646,0.7146464646464646,,false
proeye:01405130,"",11,85,88,2,0.9514563106796117,0.9560723514211886,0.004616040741576954,false
proeye:51155110,"",6,91,61,1,0.9926829268292683,0.43073047858942065,-0.5619524482398477,false
proeye:01105115,"",5,84,84,0,0.9390243902439024,0.948019801980198,0.008995411736295589,false
proeye:91795137,"",8,68,68,0,0.7073170731707317,0.6222222222222222,-0.08509485094850944,true
proeye:41445135,"",5,58,58,0,0.5121951219512195,0.37376237623762376,-0.13843274571359576,true
proeye:51955137,"",8,56,56,0,0.44634146341463415,0.3012345679012346,-0.14510689551339956,true
unresolved:2016:default:C:67:プライディ,"",1,70,70,0,0.7146464646464646,0.7146464646464646,,false
unresolved:2016:default:D:35:桂,"",1,47,47,0,0.1691919191919192,0.1691919191919192,,false
proeye:41545130,"",10,60,60,0,0.4684466019417476,0.34366925064599485,-0.12477735129575274,true
