stable_player_key,npb_name,npb_name_en,identity_state,evidence_role,mlbam_id,season,team,position,batting_side_if_running_split_present,sprint_speed_kmh,competitive_runs,bolts,raw_hp_to_1b_seconds,hp_to_1b_semantics,qualifier_name,qualifier_value,exposure_reliability_guard,source_url,source_response_sha256,source_export_row_number,missingness_policy
PROEYE:33335151,エスコバー,Alcides Escobar,MATCHED_VERIFIED_MLBAM_OR_CURATED_BRIDGE,CURRENT_OR_HISTORICAL_EXTERNAL_GAME_APPRAISAL_AND_MLB_REGULAR_SEASON_EVIDENCE,444876,2015,KC,SS,R,27.4,325,,4.4,RAW_H2F_LEADERBOARD_FIELD_NOT_STANDARDIZED_90FT,min_competitive_runs,10,Bolts are interpreted only with Competitive Runs; absent rows are not zero/slow.,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2015&position=&team=&min=10&csv=true,515b81e16926f70b7d062e013e9ef3265ea70ab9ead33e58be3b58a549a61a33,237,MISSING_LEADERBOARD_ROW_IS_MISSING_EXPOSURE_NOT_SLOW
PROEYE:33335151,エスコバー,Alcides Escobar,MATCHED_VERIFIED_MLBAM_OR_CURATED_BRIDGE,CURRENT_OR_HISTORICAL_EXTERNAL_GAME_APPRAISAL_AND_MLB_REGULAR_SEASON_EVIDENCE,444876,2016,KC,SS,R,27.5,307,3,4.34,RAW_H2F_LEADERBOARD_FIELD_NOT_STANDARDIZED_90FT,min_competitive_runs,10,Bolts are interpreted only with Competitive Runs; absent rows are not zero/slow.,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2016&position=&team=&min=10&csv=true,172b7304f1c1b521e13f3f3ddefe1691b1a374913a157ad3620b50ff63d4113e,231,MISSING_LEADERBOARD_ROW_IS_MISSING_EXPOSURE_NOT_SLOW
PROEYE:33335151,エスコバー,Alcides Escobar,MATCHED_VERIFIED_MLBAM_OR_CURATED_BRIDGE,CURRENT_OR_HISTORICAL_EXTERNAL_GAME_APPRAISAL_AND_MLB_REGULAR_SEASON_EVIDENCE,444876,2017,KC,SS,R,27.7,264,2,4.35,RAW_H2F_LEADERBOARD_FIELD_NOT_STANDARDIZED_90FT,min_competitive_runs,10,Bolts are interpreted only with Competitive Runs; absent rows are not zero/slow.,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2017&position=&team=&min=10&csv=true,21400aeee8a3522a3ddf4e2535227252390d6b8cd14b93feee9fd07ef75fa813,204,MISSING_LEADERBOARD_ROW_IS_MISSING_EXPOSURE_NOT_SLOW
PROEYE:33335151,エスコバー,Alcides Escobar,MATCHED_VERIFIED_MLBAM_OR_CURATED_BRIDGE,CURRENT_OR_HISTORICAL_EXTERNAL_GAME_APPRAISAL_AND_MLB_REGULAR_SEASON_EVIDENCE,444876,2018,KC,SS,R,27.5,241,,4.33,RAW_H2F_LEADERBOARD_FIELD_NOT_STANDARDIZED_90FT,min_competitive_runs,10,Bolts are interpreted only with Competitive Runs; absent rows are not zero/slow.,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2018&position=&team=&min=10&csv=true,80ee384c782e52853a4627d7f40582a6cb58bd669501181eb06142eab080c5c8,244,MISSING_LEADERBOARD_ROW_IS_MISSING_EXPOSURE_NOT_SLOW
PROEYE:33335151,エスコバー,Alcides Escobar,MATCHED_VERIFIED_MLBAM_OR_CURATED_BRIDGE,CURRENT_OR_HISTORICAL_EXTERNAL_GAME_APPRAISAL_AND_MLB_REGULAR_SEASON_EVIDENCE,444876,2021,WSH,SS,R,27.5,133,3,4.36,RAW_H2F_LEADERBOARD_FIELD_NOT_STANDARDIZED_90FT,min_competitive_runs,10,Bolts are interpreted only with Competitive Runs; absent rows are not zero/slow.,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2021&position=&team=&min=10&csv=true,2baeef658a3212f03cc2fb31aae4e51f22513cf26c9d43ce91fa628838c62707,248,MISSING_LEADERBOARD_ROW_IS_MISSING_EXPOSURE_NOT_SLOW
PROEYE:33335151,エスコバー,Alcides Escobar,MATCHED_VERIFIED_MLBAM_OR_CURATED_BRIDGE,CURRENT_OR_HISTORICAL_EXTERNAL_GAME_APPRAISAL_AND_MLB_REGULAR_SEASON_EVIDENCE,444876,2022,WSH,SS,R,28.2,44,1,4.41,RAW_H2F_LEADERBOARD_FIELD_NOT_STANDARDIZED_90FT,min_competitive_runs,10,Bolts are interpreted only with Competitive Runs; absent rows are not zero/slow.,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2022&position=&team=&min=10&csv=true,6380444dc0847108b28d1f93c9d6fbff7c3739e7938822569a744b20537c7f16,168,MISSING_LEADERBOARD_ROW_IS_MISSING_EXPOSURE_NOT_SLOW
PROEYE:53755151,パーラ,Gerardo Parra,MATCHED_VERIFIED_MLBAM_OR_CURATED_BRIDGE,CURRENT_OR_HISTORICAL_EXTERNAL_GAME_APPRAISAL_AND_MLB_REGULAR_SEASON_EVIDENCE,467827,2015,BAL,RF,L,26.6,252,,4.41,RAW_H2F_LEADERBOARD_FIELD_NOT_STANDARDIZED_90FT,min_competitive_runs,10,Bolts are interpreted only with Competitive Runs; absent rows are not zero/slow.,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2015&position=&team=&min=10&csv=true,515b81e16926f70b7d062e013e9ef3265ea70ab9ead33e58be3b58a549a61a33,352,MISSING_LEADERBOARD_ROW_IS_MISSING_EXPOSURE_NOT_SLOW
PROEYE:53755151,パーラ,Gerardo Parra,MATCHED_VERIFIED_MLBAM_OR_CURATED_BRIDGE,CURRENT_OR_HISTORICAL_EXTERNAL_GAME_APPRAISAL_AND_MLB_REGULAR_SEASON_EVIDENCE,467827,2016,COL,LF,L,26.4,192,,4.31,RAW_H2F_LEADERBOARD_FIELD_NOT_STANDARDIZED_90FT,min_competitive_runs,10,Bolts are interpreted only with Competitive Runs; absent rows are not zero/slow.,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2016&position=&team=&min=10&csv=true,172b7304f1c1b521e13f3f3ddefe1691b1a374913a157ad3620b50ff63d4113e,372,MISSING_LEADERBOARD_ROW_IS_MISSING_EXPOSURE_NOT_SLOW
PROEYE:53755151,パーラ,Gerardo Parra,MATCHED_VERIFIED_MLBAM_OR_CURATED_BRIDGE,CURRENT_OR_HISTORICAL_EXTERNAL_GAME_APPRAISAL_AND_MLB_REGULAR_SEASON_EVIDENCE,467827,2017,COL,LF,L,26.4,183,,4.32,RAW_H2F_LEADERBOARD_FIELD_NOT_STANDARDIZED_90FT,min_competitive_runs,10,Bolts are interpreted only with Competitive Runs; absent rows are not zero/slow.,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2017&position=&team=&min=10&csv=true,21400aeee8a3522a3ddf4e2535227252390d6b8cd14b93feee9fd07ef75fa813,387,MISSING_LEADERBOARD_ROW_IS_MISSING_EXPOSURE_NOT_SLOW
PROEYE:53755151,パーラ,Gerardo Parra,MATCHED_VERIFIED_MLBAM_OR_CURATED_BRIDGE,CURRENT_OR_HISTORICAL_EXTERNAL_GAME_APPRAISAL_AND_MLB_REGULAR_SEASON_EVIDENCE,467827,2018,COL,LF,L,26.5,186,,4.31,RAW_H2F_LEADERBOARD_FIELD_NOT_STANDARDIZED_90FT,min_competitive_runs,10,Bolts are interpreted only with Competitive Runs; absent rows are not zero/slow.,https://baseballsavant.mlb.com/leaderboard/sprint_speed?year=2018&position=&team=&min=10&csv=true,80ee384c782e52853a4627d7f40582a6cb58bd669501181eb06142eab080c5c8,365,MISSING_LEADERBOARD_ROW_IS_MISSING_EXPOSURE_NOT_SLOW
